1_ortho	4_cgram	11_infover	5_genre
méritées	VER	par:pas;	f
méritant	VER	par:pre;	-
méritait	VER	ind:imp:3s;	-
méritais	VER	ind:imp:1s;ind:imp:2s;	-
méritaient	VER	ind:imp:3p;	-
mérita	VER	ind:pas:3s;	-
mérité	VER	par:pas;	m
méritée	VER	par:pas;	f
mérités	VER	par:pas;	m
méritiez	VER	ind:imp:2p;	-
mériteront	VER	ind:fut:3p;	-
mériterais	VER	cnd:pre:1s;cnd:pre:2s;	-
mériterai	VER	ind:fut:1s;	-
mérites	VER	ind:pre:2s;sub:pre:2s;	-
réponses	NOM	-	f
mériter	VER	inf;	-
réponse	NOM	-	f
mériteraient	VER	cnd:pre:3p;	-
mériteriez	VER	cnd:pre:2p;	-
mériteras	VER	ind:fut:2s;	-
méritassent	VER	sub:imp:3p;	-
méritent	VER	ind:pre:3p;	-
méritera	VER	ind:fut:3s;	-
mérite	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
mériterait	VER	cnd:pre:3s;	-
rejoignaient	VER	ind:imp:3p;	-
rejoignirent	VER	ind:pas:3p;	-
rejoindre	VER	inf;;	-
rejoignis	VER	ind:pas:1s;	-
rejoindrions	VER	cnd:pre:1p;	-
rejoindrez	VER	ind:fut:2p;	-
rejoignions	VER	ind:imp:1p;	-
rejoindrons	VER	ind:fut:1p;	-
rejoindront	VER	ind:fut:3p;	-
rejoins	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
rejoint	VER	ind:pre:3s;par:pas;	m
rejointe	VER	par:pas;	f
rejointes	VER	par:pas;	f
rejoindras	VER	ind:fut:2s;	-
rejoindraient	VER	cnd:pre:3p;	-
rejoindrait	VER	cnd:pre:3s;	-
rejoindrais	VER	cnd:pre:1s;cnd:pre:2s;	-
rejoignit	VER	ind:pas:3s;	-
rejoignons	VER	imp:pre:1p;ind:pre:1p;	-
rejoignes	VER	sub:pre:2s;	-
rejoignisse	VER	sub:imp:1s;	-
rejoignais	VER	ind:imp:1s;ind:imp:2s;	-
rejoignîmes	VER	ind:pas:1p;	-
rejoigne	VER	sub:pre:1s;sub:pre:3s;	-
rejoignent	VER	ind:pre:3p;	-
rejoignît	VER	sub:imp:3s;	-
rejoignait	VER	ind:imp:3s;	-
rejoignant	VER	par:pre;	-
rejoindra	VER	ind:fut:3s;	-
rejoindrai	VER	ind:fut:1s;	-
rejoignez	VER	imp:pre:2p;ind:pre:2p;	-
rejoigniez	VER	ind:imp:2p;sub:pre:2p;	-
rejoignissent	VER	sub:imp:3p;	-
rejoints	VER	par:pas;	m
discuterez	VER	ind:fut:2p;	-
discutés	VER	par:pas;	m
discutes	VER	ind:pre:2s;	-
discuteront	VER	ind:fut:3p;	-
discuterait	VER	cnd:pre:3s;	-
discuterais	VER	cnd:pre:1s;	-
discutiez	VER	ind:imp:2p;	-
discutions	VER	ind:imp:1p;sub:pre:1p;	-
discuterons	VER	ind:fut:1p;	-
discuteriez	VER	cnd:pre:2p;	-
discutons	VER	imp:pre:1p;ind:pre:1p;	-
discutâmes	VER	ind:pas:1p;	-
discutât	VER	sub:imp:3s;	-
discutèrent	VER	ind:pas:3p;	-
discuté	VER	par:pas;	m
discutée	VER	par:pas;	f
discutées	VER	par:pas;	f
discutait	VER	ind:imp:3s;	-
discutent	VER	ind:pre:3p;	-
discuta	VER	ind:pas:3s;	-
discutai	VER	ind:pas:1s;	-
discutaient	VER	ind:imp:3p;	-
discutais	VER	ind:imp:1s;ind:imp:2s;	-
discutant	VER	par:pre;	-
discute	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
discutez	VER	imp:pre:2p;ind:pre:2p;	-
discuter	VER	inf;	-
discutera	VER	ind:fut:3s;	-
discuterai	VER	ind:fut:1s;	-
discuteraient	VER	cnd:pre:3p;	-
discuterions	VER	cnd:pre:1p;	-
villages	NOM	-	m
village	NOM	-	m
pourtant	ADV	-	-
avançaient	VER	ind:imp:3p;	-
avança	VER	ind:pas:3s;	-
avancés	VER	par:pas;	m
avancé	VER	par:pas;	m
avancées	VER	par:pas;	f
avançai	VER	ind:pas:1s;	-
avancée	VER	par:pas;	f
avançais	VER	ind:imp:1s;ind:imp:2s;	-
avancerais	VER	cnd:pre:1s;	-
avancèrent	VER	ind:pas:3p;	-
avancions	VER	ind:imp:1p;	-
avanciez	VER	ind:imp:2p;	-
avancez	VER	imp:pre:2p;ind:pre:2p;	-
avances	VER	ind:pre:2s;	-
avanceront	VER	ind:fut:3p;	-
avancerons	VER	ind:fut:1p;	-
avancerez	VER	ind:fut:2p;	-
avancerait	VER	cnd:pre:3s;	-
avancerai	VER	ind:fut:1s;	-
avancera	VER	ind:fut:3s;	-
avancer	VER	inf;	-
avancent	VER	ind:pre:3p;	-
avançait	VER	ind:imp:3s;	-
avançant	VER	par:pre;	-
avance	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
avançons	VER	imp:pre:1p;ind:pre:1p;	-
avançâmes	VER	ind:pas:1p;	-
avançât	VER	sub:imp:3s;	-
conneries	NOM	-	f
connerie	NOM	-	f
forts	ADJ	-	m
fort	ADJ	-	m
fortes	ADJ	-	f
forte	ADJ	-	f
reposés	VER	par:pas;	m
reposai	VER	ind:pas:1s;	-
reposais	VER	ind:imp:1s;ind:imp:2s;	-
reposa	VER	ind:pas:3s;	-
reposées	VER	par:pas;	f
reposée	VER	par:pas;	f
reposé	VER	par:pas;	m
reposèrent	VER	ind:pas:3p;	-
reposât	VER	sub:imp:3s;	-
reposons	VER	imp:pre:1p;ind:pre:1p;	-
reposions	VER	ind:imp:1p;	-
reposiez	VER	ind:imp:2p;	-
reposez	VER	imp:pre:2p;ind:pre:2p;	-
reposes	VER	ind:pre:2s;sub:pre:2s;	-
reposaient	VER	ind:imp:3p;	-
reposerons	VER	ind:fut:1p;	-
reposera	VER	ind:fut:3s;	-
reposerions	VER	cnd:pre:1p;	-
reposant	VER	par:pre;	-
repose	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
reposent	VER	ind:pre:3p;	-
reposer	VER	inf;;inf;;inf;;	-
reposait	VER	ind:imp:3s;	-
reposerai	VER	ind:fut:1s;	-
reposeras	VER	ind:fut:2s;	-
reposeraient	VER	cnd:pre:3p;	-
reposerez	VER	ind:fut:2p;	-
reposeront	VER	ind:fut:3p;	-
reposerait	VER	cnd:pre:3s;	-
reposerais	VER	cnd:pre:1s;cnd:pre:2s;	-
échappiez	VER	ind:imp:2p;sub:pre:2p;	-
échapperais	VER	cnd:pre:1s;cnd:pre:2s;	-
échappez	VER	imp:pre:2p;ind:pre:2p;	-
échapperont	VER	ind:fut:3p;	-
échapperons	VER	ind:fut:1p;	-
échapperions	VER	cnd:pre:1p;	-
échapperiez	VER	cnd:pre:2p;	-
échapperez	VER	ind:fut:2p;	-
échapperas	VER	ind:fut:2s;	-
échapperait	VER	cnd:pre:3s;	-
échappes	VER	ind:pre:2s;	-
échappai	VER	ind:pas:1s;	-
échapperaient	VER	cnd:pre:3p;	-
échapperai	VER	ind:fut:1s;	-
échappera	VER	ind:fut:3s;	-
échapper	VER	ind:pre:2p;inf;	-
échappent	VER	ind:pre:3p;sub:pre:3p;	-
échappant	VER	par:pre;	-
échappait	VER	ind:imp:3s;	-
échappais	VER	ind:imp:1s;ind:imp:2s;	-
échappaient	VER	ind:imp:3p;	-
échappa	VER	ind:pas:3s;	-
échappons	VER	imp:pre:1p;ind:pre:1p;	-
échappions	VER	ind:imp:1p;	-
échappe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
échappâmes	VER	ind:pas:1p;	-
échappèrent	VER	ind:pas:3p;	-
échappé	VER	par:pas;	m
échappée	VER	par:pas;	f
échappât	VER	sub:imp:3s;	-
échappées	VER	par:pas;	f
échappés	VER	par:pas;	m
formes	NOM	-	f
forme	NOM	-	f
folle	NOM	-	f
fous	NOM	-	m
folles	NOM	-	f
fou	NOM	-	m
bruits	NOM	-	m
bruit	NOM	-	m
chacun	PRO:ind	-	m
diables	NOM	-	m
diable	NOM	-	m
exemple	NOM	-	m
exemples	NOM	-	m
chargiez	VER	ind:imp:2p;	-
charges	VER	ind:pre:2s;sub:pre:2s;	-
chargez	VER	imp:pre:2p;ind:pre:2p;	-
chargeât	VER	sub:imp:3s;	-
chargèrent	VER	ind:pas:3p;	-
chargions	VER	ind:imp:1p;	-
chargé	VER	par:pas;	m
chargée	VER	par:pas;	f
chargées	VER	par:pas;	f
chargés	VER	par:pas;	m
charge	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
chargeait	VER	ind:imp:3s;	-
chargerons	VER	ind:fut:1p;	-
chargeons	VER	imp:pre:1p;ind:pre:1p;	-
chargeant	VER	par:pre;	-
chargent	VER	ind:pre:3p;	-
chargeais	VER	ind:imp:1s;ind:imp:2s;	-
chargeaient	VER	ind:imp:3p;	-
chargeai	VER	ind:pas:1s;	-
chargerez	VER	ind:fut:2p;	-
chargea	VER	ind:pas:3s;	-
charger	VER	inf;	-
chargera	VER	ind:fut:3s;	-
chargerai	VER	ind:fut:1s;	-
chargeraient	VER	cnd:pre:3p;	-
chargerais	VER	cnd:pre:1s;cnd:pre:2s;	-
chargerait	VER	cnd:pre:3s;	-
chargeras	VER	ind:fut:2s;	-
chargeront	VER	ind:fut:3p;	-
chat	NOM	-	m
chatte	NOM	-	f
chattes	NOM	-	f
chats	NOM	-	m
ennemi	NOM	-	m
ennemie	NOM	-	f
ennemies	NOM	-	f
ennemis	NOM	-	m
grand	NOM	-	m
grands	NOM	-	m
grandes	NOM	-	f
grande	NOM	-	f
gamine	NOM	-	f
gamins	NOM	-	m
gamin	NOM	-	m
gamines	NOM	-	f
rendez-vous	NOM	-	m
debout	ADV	-	-
obligeons	VER	imp:pre:1p;ind:pre:1p;	-
obligerait	VER	cnd:pre:3s;	-
obligeront	VER	ind:fut:3p;	-
oblige	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
obligea	VER	ind:pas:3s;	-
obligeriez	VER	cnd:pre:2p;	-
obligerez	VER	ind:fut:2p;	-
obligeai	VER	ind:pas:1s;	-
obligeras	VER	ind:fut:2s;	-
obligeaient	VER	ind:imp:3p;	-
obliger	VER	inf;;	-
obligeais	VER	ind:imp:1s;ind:imp:2s;	-
obligerais	VER	cnd:pre:1s;cnd:pre:2s;	-
obligeant	VER	par:pre;	-
obligerai	VER	ind:fut:1s;	-
obligera	VER	ind:fut:3s;	-
obligez	VER	imp:pre:2p;ind:pre:2p;	-
obligent	VER	ind:pre:3p;	-
obliges	VER	ind:pre:2s;	-
obligeait	VER	ind:imp:3s;	-
obligèrent	VER	ind:pas:3p;	-
obligé	VER	par:pas;	m
obligée	VER	par:pas;	f
obligées	VER	par:pas;	f
obligés	VER	par:pas;	m
obligiez	VER	ind:imp:2p;	-
obligeât	VER	sub:imp:3s;	-
meilleure	NOM	-	f
meilleurs	NOM	-	m
meilleur	NOM	-	m
meilleures	NOM	-	f
trou	NOM	-	m
trous	NOM	-	m
idiots	NOM	-	m
idiotes	NOM	-	f
idiote	NOM	-	f
idiot	NOM	-	m
accompagnée	VER	par:pas;	f
accompagneras	VER	ind:fut:2s;	-
accompagnerait	VER	cnd:pre:3s;	-
accompagna	VER	ind:pas:3s;	-
accompagnai	VER	ind:pas:1s;	-
accompagnaient	VER	ind:imp:3p;	-
accompagné	VER	par:pas;	m
accompagnais	VER	ind:imp:1s;ind:imp:2s;	-
accompagnait	VER	ind:imp:3s;	-
accompagnerais	VER	cnd:pre:1s;cnd:pre:2s;	-
accompagnant	VER	par:pre;	-
accompagnerons	VER	ind:fut:1p;	-
accompagnés	VER	par:pas;	m
accompagnées	VER	par:pas;	f
accompagneriez	VER	cnd:pre:2p;	-
accompagnerez	VER	ind:fut:2p;	-
accompagneraient	VER	cnd:pre:3p;	-
accompagneront	VER	ind:fut:3p;	-
accompagne	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
accompagnèrent	VER	ind:pas:3p;	-
accompagnes	VER	ind:pre:2s;sub:pre:2s;	-
accompagnât	VER	sub:imp:3s;	-
accompagnerai	VER	ind:fut:1s;	-
accompagnâmes	VER	ind:pas:1p;	-
accompagnons	VER	imp:pre:1p;ind:pre:1p;	-
accompagnera	VER	ind:fut:3s;	-
accompagnez	VER	imp:pre:2p;ind:pre:2p;	-
accompagner	VER	inf;;	-
accompagnent	VER	ind:pre:3p;	-
accompagniez	VER	ind:imp:2p;sub:pre:2p;	-
accompagnions	VER	ind:imp:1p;	-
fenêtres	NOM	-	f
fenêtre	NOM	-	f
oseront	VER	ind:fut:3p;	-
oserais	VER	cnd:pre:1s;cnd:pre:2s;	-
oserai	VER	ind:fut:1s;	-
oseras	VER	ind:fut:2s;	-
osée	VER	par:pas;	f
oserait	VER	cnd:pre:3s;	-
osé	VER	par:pas;	m
oseriez	VER	cnd:pre:2p;	-
oserez	VER	ind:fut:2p;	-
oserions	VER	cnd:pre:1p;	-
oses	VER	ind:pre:2s;	-
osèrent	VER	ind:pas:3p;	-
osât	VER	sub:imp:3s;	-
osâmes	VER	ind:pas:1p;	-
osons	VER	imp:pre:1p;ind:pre:1p;	-
osions	VER	ind:imp:1p;	-
osiez	VER	ind:imp:2p;	-
osez	VER	imp:pre:2p;ind:pre:2p;	-
oserons	VER	ind:fut:1p;	-
oser	VER	inf;;inf;;inf;;inf;;inf;;inf;;	-
osera	VER	ind:fut:3s;	-
osent	VER	ind:pre:3p;	-
osaient	VER	ind:imp:3p;	-
osées	VER	par:pas;	f
osa	VER	ind:pas:3s;	-
osai	VER	ind:pas:1s;	-
osés	VER	par:pas;	m
osais	VER	ind:imp:1s;ind:imp:2s;	-
ose	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
osant	VER	par:pre;	-
osait	VER	ind:imp:3s;	-
impression	NOM	-	f
impressions	NOM	-	f
intérieur	NOM	-	m
intérieurs	NOM	-	m
bouches	NOM	-	f
bouche	NOM	-	f
lignes	NOM	-	f
ligne	NOM	-	f
absolument	ADV	-	-
mort	ADJ	-	m
morte	ADJ	-	f
mortes	ADJ	-	f
morts	ADJ	-	m
douce	ADJ	-	f
douces	ADJ	-	f
doux	ADJ	-	m
regrettiez	VER	ind:imp:2p;	-
regretterons	VER	ind:fut:1p;	-
regretteront	VER	ind:fut:3p;	-
regrettes	VER	ind:pre:2s;	-
regrettez	VER	imp:pre:2p;ind:pre:2p;	-
regrettions	VER	ind:imp:1p;	-
regrettés	VER	par:pas;	m
regretteriez	VER	cnd:pre:2p;	-
regrettât	VER	sub:imp:3s;	-
regrettèrent	VER	ind:pas:3p;	-
regretté	VER	par:pas;	m
regrettée	VER	par:pas;	f
regrettées	VER	par:pas;	f
regrettons	VER	imp:pre:1p;ind:pre:1p;	-
regretteras	VER	ind:fut:2s;	-
regretterez	VER	ind:fut:2p;	-
regretter	VER	inf;	-
regretta	VER	ind:pas:3s;	-
regrettai	VER	ind:pas:1s;	-
regrettaient	VER	ind:imp:3p;	-
regrettais	VER	ind:imp:1s;ind:imp:2s;	-
regrettait	VER	ind:imp:3s;	-
regrettant	VER	par:pre;	-
regrette	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
regrettent	VER	ind:pre:3p;	-
regrettera	VER	ind:fut:3s;	-
regretterai	VER	ind:fut:1s;	-
regretteraient	VER	cnd:pre:3p;	-
regretterait	VER	cnd:pre:3s;	-
plein	PRE	-	-
regretterais	VER	cnd:pre:1s;cnd:pre:2s;	-
mur	NOM	-	m
murs	NOM	-	m
enfer	NOM	-	m
enfers	NOM	-	m
prouver	VER	ind:pre:2p;inf;	-
prouvent	VER	ind:pre:3p;	-
prouve	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
prouverez	VER	ind:fut:2p;	-
prouveront	VER	ind:fut:3p;	-
prouveras	VER	ind:fut:2s;	-
prouverait	VER	cnd:pre:3s;	-
prouveraient	VER	cnd:pre:3p;	-
prouves	VER	ind:pre:2s;	-
prouvez	VER	imp:pre:2p;ind:pre:2p;	-
prouviez	VER	ind:imp:2p;	-
prouvons	VER	imp:pre:1p;ind:pre:1p;	-
prouvèrent	VER	ind:pas:3p;	-
prouvé	VER	par:pas;	m
prouvée	VER	par:pas;	f
prouvées	VER	par:pas;	f
prouvera	VER	ind:fut:3s;	-
prouvés	VER	par:pas;	m
prouvant	VER	par:pre;	-
prouvait	VER	ind:imp:3s;	-
prouvais	VER	ind:imp:1s;	-
prouvaient	VER	ind:imp:3p;	-
prouvai	VER	ind:pas:1s;	-
prouva	VER	ind:pas:3s;	-
prouverai	VER	ind:fut:1s;	-
prouverons	VER	ind:fut:1p;	-
boîtes	NOM	-	f
boîte	NOM	-	f
santé	NOM	-	f
santés	NOM	-	f
t	PRO:per	-	-
dîner	NOM	-	m
dîners	NOM	-	m
couvraient	VER	ind:imp:3p;	-
couvrirait	VER	cnd:pre:3s;	-
couvres	VER	ind:pre:2s;sub:pre:2s;	-
couvrent	VER	ind:pre:3p;	-
couvrez	VER	imp:pre:2p;ind:pre:2p;	-
couvrait	VER	ind:imp:3s;	-
couvrir	VER	inf;	-
couvrira	VER	ind:fut:3s;	-
couvrirai	VER	ind:fut:1s;	-
couvriraient	VER	cnd:pre:3p;	-
couvrirais	VER	cnd:pre:1s;cnd:pre:2s;	-
couvrirent	VER	ind:pas:3p;	-
couvriras	VER	ind:fut:2s;	-
couvrant	VER	par:pre;	-
couvrirez	VER	ind:fut:2p;	-
couvrirons	VER	ind:fut:1p;	-
couvriront	VER	ind:fut:3p;	-
couvris	VER	ind:pas:1s;	-
couvre	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
couvrit	VER	ind:pas:3s;	-
couvrons	VER	imp:pre:1p;ind:pre:1p;	-
couvrît	VER	sub:imp:3s;	-
couvrais	VER	ind:imp:1s;ind:imp:2s;	-
couvriez	VER	ind:imp:2p;	-
couverts	VER	par:pas;	m
couvert	VER	par:pas;	m
couvertes	VER	par:pas;	f
couverte	VER	par:pas;	f
magnifique	ADJ	-	-
magnifiques	ADJ	-	-
obtiendriez	VER	cnd:pre:2p;	-
obtenue	VER	par:pas;	f
obtenant	VER	par:pre;	-
obtenez	VER	imp:pre:2p;ind:pre:2p;	-
obteniez	VER	ind:imp:2p;	-
obtenions	VER	ind:imp:1p;	-
obtenir	VER	inf;	-
obtenons	VER	imp:pre:1p;ind:pre:1p;	-
obtenu	VER	par:pas;	m
obtenus	VER	par:pas;	m
obtenues	VER	par:pas;	f
obtenais	VER	ind:imp:1s;ind:imp:2s;	-
obtiendra	VER	ind:fut:3s;	-
obtiendrai	VER	ind:fut:1s;	-
obtiendraient	VER	cnd:pre:3p;	-
obtiendrais	VER	cnd:pre:1s;cnd:pre:2s;	-
obtiendrait	VER	cnd:pre:3s;	-
obtiendras	VER	ind:fut:2s;	-
obtiendrez	VER	ind:fut:2p;	-
obtenait	VER	ind:imp:3s;	-
obtenaient	VER	ind:imp:3p;	-
obtient	VER	ind:pre:3s;	-
obtiennent	VER	ind:pre:3p;	-
obtiendront	VER	ind:fut:3p;	-
obtiendrions	VER	cnd:pre:1p;	-
obtienne	VER	sub:pre:1s;sub:pre:3s;	-
obtînt	VER	sub:imp:3s;	-
obtînmes	VER	ind:pas:1p;	-
obtint	VER	ind:pas:3s;	-
obtinsse	VER	sub:imp:1s;	-
obtins	VER	ind:pas:1s;ind:pas:2s;	-
obtinrent	VER	ind:pas:3p;	-
obtiendrons	VER	ind:fut:1p;	-
obtiens	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
obtiennes	VER	sub:pre:2s;	-
cuisines	NOM	-	f
cuisine	NOM	-	f
vue	NOM	-	f
vues	NOM	-	f
terribles	ADJ	-	-
terrible	ADJ	-	-
éviterait	VER	cnd:pre:3s;	-
peaux	NOM	-	f
éviteras	VER	ind:fut:2s;	-
éviterez	VER	ind:fut:2p;	-
éviteriez	VER	cnd:pre:2p;	-
évitez	VER	imp:pre:2p;ind:pre:2p;	-
éviterons	VER	ind:fut:1p;	-
éviteront	VER	ind:fut:3p;	-
évites	VER	ind:pre:2s;	-
évitiez	VER	ind:imp:2p;	-
éviterais	VER	cnd:pre:1s;cnd:pre:2s;	-
peau	NOM	-	f
évitions	VER	ind:imp:1p;	-
éviteraient	VER	cnd:pre:3p;	-
évitai	VER	ind:pas:1s;	-
évitons	VER	imp:pre:1p;ind:pre:1p;	-
évitâmes	VER	ind:pas:1p;	-
évitât	VER	sub:imp:3s;	-
évitèrent	VER	ind:pas:3p;	-
évité	VER	par:pas;	m
évitée	VER	par:pas;	f
évitées	VER	par:pas;	f
évités	VER	par:pas;	m
évita	VER	ind:pas:3s;	-
évitent	VER	ind:pre:3p;	-
évitaient	VER	ind:imp:3p;	-
évitant	VER	par:pre;	-
éviterai	VER	ind:fut:1s;	-
évitera	VER	ind:fut:3s;	-
éviter	VER	inf;;	-
évitait	VER	ind:imp:3s;	-
évitais	VER	ind:imp:1s;ind:imp:2s;	-
évite	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
salauds	NOM	-	m
salaud	NOM	-	m
conseil	NOM	-	m
conseils	NOM	-	m
plaisanté	VER	par:pas;	m
plaisanterais	VER	cnd:pre:1s;	-
plaisantent	VER	ind:pre:3p;	-
plaisantons	VER	imp:pre:1p;ind:pre:1p;	-
plaisantèrent	VER	ind:pas:3p;	-
plaisanter	VER	inf;	-
plaisanterai	VER	ind:fut:1s;	-
plaisantions	VER	ind:imp:1p;	-
plaisante	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
plaisanteraient	VER	cnd:pre:3p;	-
plaisantiez	VER	ind:imp:2p;	-
plaisantez	VER	imp:pre:2p;ind:pre:2p;	-
plaisantes	VER	ind:pre:2s;	-
plaisanteras	VER	ind:fut:2s;	-
plaisantant	VER	par:pre;	-
plaisantait	VER	ind:imp:3s;	-
plaisantais	VER	ind:imp:1s;ind:imp:2s;	-
plaisantaient	VER	ind:imp:3p;	-
plaisantai	VER	ind:pas:1s;	-
plaisanta	VER	ind:pas:3s;	-
plaisanterons	VER	ind:fut:1p;	-
plaisantera	VER	ind:fut:3s;	-
autour	ADV	-	-
vins	NOM	-	m
vin	NOM	-	m
exacte	ADJ	-	f
exacts	ADJ	-	m
exactes	ADJ	-	f
exact	ADJ	-	m
virèrent	VER	ind:pas:3p;	-
vireront	VER	ind:fut:3p;	-
vires	VER	ind:pre:2s;sub:pre:2s;	-
virez	VER	imp:pre:2p;ind:pre:2p;	-
viriez	VER	ind:imp:2p;	-
virons	VER	imp:pre:1p;ind:pre:1p;	-
virerez	VER	ind:fut:2p;	-
vireras	VER	ind:fut:2s;	-
virerait	VER	cnd:pre:3s;	-
virerai	VER	ind:fut:1s;	-
virât	VER	sub:imp:3s;	-
virerais	VER	cnd:pre:1s;cnd:pre:2s;	-
viré	VER	par:pas;par:pas;par:pas;	m
vire	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
vira	VER	ind:pas:3s;	-
virai	VER	ind:pas:1s;	-
viraient	VER	ind:imp:3p;	-
virais	VER	ind:imp:1s;ind:imp:2s;	-
virait	VER	ind:imp:3s;	-
virée	VER	par:pas;	f
virant	VER	par:pre;	-
virent	VER	ind:pre:3p;	-
virer	VER	imp:pre:2p;ind:pre:2p;inf;	-
virera	VER	ind:fut:3s;	-
virés	VER	par:pas;	m
virées	VER	par:pas;	f
supporterai	VER	ind:fut:1s;	-
supportera	VER	ind:fut:3s;	-
supporteraient	VER	cnd:pre:3p;	-
supporte	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
supportait	VER	ind:imp:3s;	-
supportant	VER	par:pre;	-
supportent	VER	ind:pre:3p;sub:pre:3p;	-
supportais	VER	ind:imp:1s;ind:imp:2s;	-
supportaient	VER	ind:imp:3p;	-
supportai	VER	ind:pas:1s;	-
supporta	VER	ind:pas:3s;	-
supporterait	VER	cnd:pre:3s;	-
supporterais	VER	cnd:pre:1s;cnd:pre:2s;	-
supporter	VER	inf;	-
supporteras	VER	ind:fut:2s;	-
supportiez	VER	ind:imp:2p;	-
supportées	VER	par:pas;	f
supportée	VER	par:pas;	f
supporté	VER	par:pas;	m
supportèrent	VER	ind:pas:3p;	-
supportât	VER	sub:imp:3s;	-
supporterez	VER	ind:fut:2p;	-
supportions	VER	ind:imp:1p;	-
supportons	VER	imp:pre:1p;ind:pre:1p;	-
supportez	VER	imp:pre:2p;ind:pre:2p;	-
supportes	VER	ind:pre:2s;	-
supporteront	VER	ind:fut:3p;	-
supporterons	VER	ind:fut:1p;	-
supporteriez	VER	cnd:pre:2p;	-
supportés	VER	par:pas;	m
réglât	VER	sub:imp:3s;	-
régla	VER	ind:pas:3s;	-
réglée	VER	par:pas;	f
réglai	VER	ind:pas:1s;	-
réglé	VER	par:pas;	m
réglèrent	VER	ind:pas:3p;	-
réglerons	VER	ind:fut:1p;	-
régleras	VER	ind:fut:2s;	-
réglerez	VER	ind:fut:2p;	-
réglerions	VER	cnd:pre:1p;	-
réglais	VER	ind:imp:1s;ind:imp:2s;	-
régleront	VER	ind:fut:3p;	-
réglez	VER	imp:pre:2p;ind:pre:2p;	-
régliez	VER	ind:imp:2p;	-
réglaient	VER	ind:imp:3p;	-
règles	VER	ind:pre:2s;sub:pre:2s;	-
réglait	VER	ind:imp:3s;	-
réglant	VER	par:pre;	-
réglasse	VER	sub:imp:1s;	-
régler	VER	inf;;	-
réglera	VER	ind:fut:3s;	-
réglerai	VER	ind:fut:1s;	-
réglons	VER	imp:pre:1p;ind:pre:1p;	-
règlent	VER	ind:pre:3p;	-
règle	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
réglerait	VER	cnd:pre:3s;	-
réglerais	VER	cnd:pre:1s;cnd:pre:2s;	-
réglées	VER	par:pas;	f
réglés	VER	par:pas;	m
réglions	VER	ind:imp:1p;	-
doigt	NOM	-	m
doigts	NOM	-	m
étranges	ADJ	-	-
grâce	PRE	-	-
étrange	ADJ	-	-
souhaité	VER	par:pas;	m
souhaitée	VER	par:pas;	f
souhaitées	VER	par:pas;	f
souhaités	VER	par:pas;	m
souhaiterai	VER	ind:fut:1s;	-
souhaitèrent	VER	ind:pas:3p;	-
souhaitât	VER	sub:imp:3s;	-
souhaiteront	VER	ind:fut:3p;	-
souhaites	VER	ind:pre:2s;	-
souhaiterions	VER	cnd:pre:1p;	-
souhaitant	VER	par:pre;	-
souhaite	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
souhaitait	VER	ind:imp:3s;	-
souhaitais	VER	ind:imp:1s;ind:imp:2s;	-
souhaitaient	VER	ind:imp:3p;	-
souhaitent	VER	ind:pre:3p;	-
souhaiter	VER	inf;;	-
souhaitera	VER	ind:fut:3s;	-
souhaiteraient	VER	cnd:pre:3p;	-
souhaitez	VER	imp:pre:2p;ind:pre:2p;	-
souhaitiez	VER	ind:imp:2p;sub:pre:2p;	-
souhaiteriez	VER	cnd:pre:2p;	-
souhaiterez	VER	ind:fut:2p;	-
souhaiteras	VER	ind:fut:2s;	-
souhaiterait	VER	cnd:pre:3s;	-
souhaitions	VER	ind:imp:1p;	-
souhaitons	VER	imp:pre:1p;ind:pre:1p;	-
souhaiterais	VER	cnd:pre:1s;cnd:pre:2s;	-
souhaitâmes	VER	ind:pas:1p;	-
souhaitai	VER	ind:pas:1s;	-
souhaita	VER	ind:pas:3s;	-
