1_ortho	4_cgram	11_infover	5_genre
mange	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
mortes	NOM	-	f
mort	NOM	-	-
morts	NOM	-	-
morte	NOM	-	f
amours	NOM	-	-
amour	NOM	-	m
mal	ADV	-	-
entreront	VER	ind:fut:3p;	-
entrer	VER	inf;;	-
entrée	VER	par:pas;	f
entrerons	VER	ind:fut:1p;	-
entrent	VER	ind:pre:3p;	-
entrerions	VER	cnd:pre:1p;	-
entrions	VER	ind:imp:1p;	-
entrerai	VER	ind:fut:1s;	-
entrerait	VER	cnd:pre:3s;	-
entriez	VER	ind:imp:2p;	-
entrerais	VER	cnd:pre:1s;cnd:pre:2s;	-
entreras	VER	ind:fut:2s;	-
entreraient	VER	cnd:pre:3p;	-
entrai	VER	ind:pas:1s;	-
entrera	VER	ind:fut:3s;	-
entrées	VER	par:pas;	f
entrât	VER	sub:imp:3s;	-
entrâmes	VER	ind:pas:1p;	-
entré	VER	par:pas;	m
entrant	VER	par:pre;	-
entrais	VER	ind:imp:1s;ind:imp:2s;	-
entrons	VER	imp:pre:1p;ind:pre:1p;	-
entrait	VER	ind:imp:3s;	-
entra	VER	ind:pas:3s;	-
entres	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	-
entrerez	VER	ind:fut:2p;	-
entrez	VER	imp:pre:2p;ind:pre:2p;	-
entraient	VER	ind:imp:3p;	-
entrèrent	VER	ind:pas:3p;	-
engraisser	VER	ind:pre:2p;	-
entrassent	VER	sub:imp:3p;	-
entrés	VER	par:pas;	m
entre	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
deviendrez	VER	ind:fut:2p;	-
devinssiez	VER	sub:imp:2p;	-
deviens	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
devinsse	VER	sub:imp:1s;	-
devienne	VER	sub:pre:1s;sub:pre:3s;	-
deviendriez	VER	cnd:pre:2p;	-
deviendront	VER	ind:fut:3p;	-
devint	VER	ind:pas:3s;	-
deviendrions	VER	cnd:pre:1p;	-
devient	VER	ind:pre:3s;	-
devins	VER	ind:pas:1s;	-
devinrent	VER	ind:pas:3p;	-
deviendrons	VER	ind:fut:1p;	-
deviendrais	VER	cnd:pre:1s;cnd:pre:2s;	-
devinssent	VER	sub:imp:3p;	-
devenus	VER	par:pas;	m
devenait	VER	ind:imp:3s;	-
deviendraient	VER	cnd:pre:3p;	-
deviendrai	VER	ind:fut:1s;	-
deviendra	VER	ind:fut:3s;	-
deviendras	VER	ind:fut:2s;	-
devenues	VER	par:pas;	f
devenue	VER	par:pas;	f
devenu	VER	par:pas;	m
devenons	VER	imp:pre:1p;ind:pre:1p;	-
devenions	VER	ind:imp:1p;	-
deveniez	VER	ind:imp:2p;	-
devenez	VER	imp:pre:2p;ind:pre:2p;	-
devenant	VER	par:pre;	-
devenir	VER	inf;	-
deviendrait	VER	cnd:pre:3s;	-
devenais	VER	ind:imp:1s;ind:imp:2s;	-
deviennes	VER	sub:pre:2s;	-
deviennent	VER	ind:pre:3p;	-
devînt	VER	sub:imp:3s;	-
devînmes	VER	ind:pas:1p;	-
devenaient	VER	ind:imp:3p;	-
hein	ONO	-	-
commenceront	VER	ind:fut:3p;	-
commençai	VER	ind:pas:1s;	-
commenceras	VER	ind:fut:2s;	-
commençaient	VER	ind:imp:3p;	-
commençais	VER	ind:imp:1s;ind:imp:2s;	-
commençait	VER	ind:imp:3s;	-
commençant	VER	par:pre;	-
commenças	VER	ind:pas:2s;	-
commençâmes	VER	ind:pas:1p;	-
commencerions	VER	cnd:pre:1p;	-
commençons	VER	imp:pre:1p;ind:pre:1p;	-
commencerons	VER	ind:fut:1p;	-
commençât	VER	sub:imp:3s;	-
commenceriez	VER	cnd:pre:2p;	-
commencerez	VER	ind:fut:2p;	-
commencerais	VER	cnd:pre:1s;cnd:pre:2s;	-
commencerait	VER	cnd:pre:3s;	-
commencées	VER	par:pas;	f
commenceraient	VER	cnd:pre:3p;	-
commenciez	VER	ind:imp:2p;	-
commencerai	VER	ind:fut:1s;	-
commencée	VER	par:pas;	f
commencera	VER	ind:fut:3s;	-
commences	VER	ind:pre:2s;sub:pre:2s;	-
commença	VER	ind:pas:3s;	-
commencer	VER	inf;	-
commencent	VER	ind:pre:3p;	-
commencèrent	VER	ind:pas:3p;	-
commence	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
commencés	VER	par:pas;	m
commencez	VER	imp:pre:2p;ind:pre:2p;	-
commencé	VER	par:pas;par:pas;par:pas;	m
commencions	VER	ind:imp:1p;	-
moment	NOM	-	m
moments	NOM	-	m
dernières	ADJ	-	f
derniers	ADJ	-	m
dernier	ADJ	-	m
dernière	ADJ	-	f
voiture	NOM	-	-
voitures	NOM	-	f
demain	ADV	-	-
elles	PRO:per	-	f
payeront	VER	ind:fut:3p;	-
payera	VER	ind:fut:3s;	-
payé	VER	par:pas;	m
payons	VER	imp:pre:1p;ind:pre:1p;	-
payerons	VER	ind:fut:1p;	-
payait	VER	ind:imp:3s;	-
payant	VER	par:pre;	-
paient	VER	ind:pre:3p;	-
payassent	VER	sub:imp:3p;	-
payassiez	VER	sub:imp:2p;	-
paye	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
payent	VER	ind:pre:3p;	-
payer	VER	inf;;inf;;inf;;inf;;	-
payerai	VER	ind:fut:1s;	-
paie	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
payés	VER	par:pas;	m
payâmes	VER	ind:pas:1p;	-
payées	VER	par:pas;	f
payée	VER	par:pas;	f
payeraient	VER	cnd:pre:3p;	-
payeriez	VER	cnd:pre:2p;	-
payerez	VER	ind:fut:2p;	-
payes	VER	ind:pre:2s;sub:pre:2s;	-
paies	VER	ind:pre:2s;	-
paieront	VER	ind:fut:3p;	-
paierons	VER	ind:fut:1p;	-
paierions	VER	cnd:pre:1p;	-
payions	VER	ind:imp:1p;	-
paierais	VER	cnd:pre:1s;cnd:pre:2s;	-
paierai	VER	ind:fut:1s;	-
payez	VER	imp:pre:2p;ind:pre:2p;	-
paieras	VER	ind:fut:2s;	-
paierez	VER	ind:fut:2p;	-
paiera	VER	ind:fut:3s;	-
payât	VER	sub:imp:3s;	-
payeras	VER	ind:fut:2s;	-
payèrent	VER	ind:pas:3p;	-
paieriez	VER	cnd:pre:2p;	-
payerais	VER	cnd:pre:1s;cnd:pre:2s;	-
payiez	VER	ind:imp:2p;	-
paierait	VER	cnd:pre:3s;	-
paya	VER	ind:pas:3s;	-
payai	VER	ind:pas:1s;	-
payais	VER	ind:imp:1s;ind:imp:2s;	-
payaient	VER	ind:imp:3p;	-
payerait	VER	cnd:pre:3s;	-
paieraient	VER	cnd:pre:3p;	-
tirerais	VER	cnd:pre:1s;cnd:pre:2s;	-
tirez	VER	imp:pre:2p;ind:pre:2p;	-
tireras	VER	ind:fut:2s;	-
tires	VER	ind:pre:2s;sub:pre:2s;	-
tirerez	VER	ind:fut:2p;	-
tireraient	VER	cnd:pre:3p;	-
tireriez	VER	cnd:pre:2p;	-
tirerions	VER	cnd:pre:1p;	-
tirerons	VER	ind:fut:1p;	-
tiriez	VER	ind:imp:2p;	-
tireront	VER	ind:fut:3p;	-
tirerait	VER	cnd:pre:3s;	-
tirions	VER	ind:imp:1p;sub:pre:1p;	-
tirés	VER	par:pas;	m
tiraient	VER	ind:imp:3p;	-
tiré	VER	par:pas;	m
tira	VER	ind:pas:3s;	-
tirées	VER	par:pas;	f
tirons	VER	imp:pre:1p;ind:pre:1p;	-
tirâmes	VER	ind:pas:1p;	-
tirai	VER	ind:pas:1s;	-
tirais	VER	ind:imp:1s;ind:imp:2s;	-
tirer	VER	inf;;inf;;inf;;inf;;	-
tirèrent	VER	ind:pas:3p;	-
tirait	VER	ind:imp:3s;	-
tirant	VER	par:pre;	-
tirât	VER	sub:imp:3s;	-
tiras	VER	ind:pas:2s;	-
tirée	VER	par:pas;	f
tirent	VER	ind:pre:3p;sub:pre:3p;	-
tire	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
tirerai	VER	ind:fut:1s;	-
tirera	VER	ind:fut:3s;	-
ouvres	VER	ind:pre:2s;sub:pre:2s;	-
ouvrirent	VER	ind:pas:3p;	-
ouvrît	VER	sub:imp:3s;	-
ouvrira	VER	ind:fut:3s;	-
ouvrirons	VER	ind:fut:1p;	-
ouvririons	VER	cnd:pre:1p;	-
ouvririez	VER	cnd:pre:2p;	-
ouvrirez	VER	ind:fut:2p;	-
ouvrirai	VER	ind:fut:1s;	-
ouvriras	VER	ind:fut:2s;	-
ouvrissent	VER	sub:imp:3p;	-
ouverts	VER	par:pas;	m
ouvrirait	VER	cnd:pre:3s;	-
ouvertes	VER	par:pas;	f
ouverte	VER	par:pas;	f
ouvert	VER	par:pas;	m
ouvrirais	VER	cnd:pre:1s;cnd:pre:2s;	-
ouvriraient	VER	cnd:pre:3p;	-
ouvris	VER	ind:pas:1s;ind:pas:2s;	-
ouvriront	VER	ind:fut:3p;	-
ouvrit	VER	ind:pas:3s;	-
ouvrant	VER	par:pre;	-
ouvrir	VER	inf;	-
ouvrions	VER	ind:imp:1p;	-
ouvriez	VER	ind:imp:2p;	-
ouvrez	VER	imp:pre:2p;imp:pre:2p;ind:pre:2p;	-
ouvrîmes	VER	ind:pas:1p;	-
ouvre	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
ouvrent	VER	ind:pre:3p;sub:pre:3p;	-
ouvrait	VER	ind:imp:3s;	-
ouvrais	VER	ind:imp:1s;ind:imp:2s;	-
ouvraient	VER	ind:imp:3p;	-
ouvrons	VER	imp:pre:1p;ind:pre:1p;	-
yeux	NOM	-	m
oeil	NOM	-	m
oeils	NOM	-	m
fait	NOM	-	m
faits	NOM	-	m
changèrent	VER	ind:pas:3p;	-
changions	VER	ind:imp:1p;	-
changez	VER	imp:pre:2p;ind:pre:2p;	-
changeâmes	VER	ind:pas:1p;	-
changeât	VER	sub:imp:3s;	-
changes	VER	ind:pre:2s;	-
changeraient	VER	cnd:pre:3p;	-
changé	VER	par:pas;	m
changeront	VER	ind:fut:3p;	-
changera	VER	ind:fut:3s;	-
changer	VER	inf;;inf;;inf;;	-
changeons	VER	imp:pre:1p;ind:pre:1p;	-
changerais	VER	cnd:pre:1s;cnd:pre:2s;	-
changent	VER	ind:pre:3p;	-
changeas	VER	ind:pas:2s;	-
changeant	VER	par:pre;	-
changeait	VER	ind:imp:3s;	-
changeais	VER	ind:imp:1s;ind:imp:2s;	-
changeaient	VER	ind:imp:3p;	-
changeai	VER	ind:pas:1s;	-
changea	VER	ind:pas:3s;	-
changées	VER	par:pas;	f
changés	VER	par:pas;	m
change	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
changerai	VER	ind:fut:1s;	-
changeras	VER	ind:fut:2s;	-
changerez	VER	ind:fut:2p;	-
changeriez	VER	cnd:pre:2p;	-
changerons	VER	ind:fut:1p;	-
changée	VER	par:pas;	f
changerait	VER	cnd:pre:3s;	-
changiez	VER	ind:imp:2p;	-
questions	NOM	-	f
question	NOM	-	f
tombera	VER	ind:fut:3s;	-
tomberai	VER	ind:fut:1s;	-
tombe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
tomberaient	VER	cnd:pre:3p;	-
tomberais	VER	cnd:pre:1s;cnd:pre:2s;	-
tombant	VER	par:pre;	-
tomberait	VER	cnd:pre:3s;	-
tomber	VER	inf;	-
tomberas	VER	ind:fut:2s;	-
tombèrent	VER	ind:pas:3p;	-
tombait	VER	ind:imp:3s;	-
tombais	VER	ind:imp:1s;ind:imp:2s;	-
tombé	VER	par:pas;	m
tomberez	VER	ind:fut:2p;	-
tombaient	VER	ind:imp:3p;	-
tombée	VER	par:pas;	f
tombâmes	VER	ind:pas:1p;	-
tomberiez	VER	cnd:pre:2p;	-
tombai	VER	ind:pas:1s;	-
tombes	VER	ind:pre:2s;	-
tomba	VER	ind:pas:3s;	-
tomberont	VER	ind:fut:3p;	-
tombez	VER	imp:pre:2p;ind:pre:2p;	-
tombions	VER	ind:imp:1p;	-
tombons	VER	imp:pre:1p;ind:pre:1p;	-
tombât	VER	sub:imp:3s;	-
tombiez	VER	ind:imp:2p;	-
tomberons	VER	ind:fut:1p;	-
tomberions	VER	cnd:pre:1p;	-
tombés	VER	par:pas;	m
tombées	VER	par:pas;	f
tombent	VER	ind:pre:3p;	-
assez	ADV	-	-
même	ADJ	-	-
mêmes	ADJ	-	-
foutiez	VER	ind:imp:2p;	-
foutre	VER	inf;;	-
foutant	VER	par:pre;	-
foutus	VER	par:pas;	m
foutrai	VER	ind:fut:1s;	-
foutraient	VER	cnd:pre:3p;	-
foutrais	VER	cnd:pre:1s;cnd:pre:2s;	-
foute	VER	sub:pre:1s;sub:pre:3s;	-
foutrait	VER	cnd:pre:3s;	-
foutras	VER	ind:fut:2s;	-
foutrez	VER	ind:fut:2p;	-
foutit	VER	ind:pas:3s;	-
foutrons	VER	ind:fut:1p;	-
foutront	VER	ind:fut:3p;	-
foutez	VER	imp:pre:2p;ind:pre:2p;	-
foutes	VER	sub:pre:2s;	-
foutu	VER	par:pas;	m
foutent	VER	ind:pre:3p;	-
foutue	VER	par:pas;	f
foutues	VER	par:pas;	f
foutions	VER	ind:imp:1p;	-
foutait	VER	ind:imp:3s;	-
fous	VER	ind:pre:1p;ind:pre:1s;ind:pre:2s;	-
foutra	VER	ind:fut:3s;	-
foutît	VER	sub:imp:3s;	-
fout	VER	ind:pre:3s;	-
foutais	VER	ind:imp:1s;ind:imp:2s;	-
foutons	VER	imp:pre:1p;ind:pre:1p;	-
foutaient	VER	ind:imp:3p;	-
excuser	VER	ind:pre:2p;inf;	-
excusée	VER	par:pas;	f
excuseront	VER	ind:fut:3p;	-
excuseriez	VER	cnd:pre:2p;	-
excuseras	VER	ind:fut:2s;	-
excuse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
excusera	VER	ind:fut:3s;	-
excusais	VER	ind:imp:1s;ind:imp:2s;	-
excusaient	VER	ind:imp:3p;	-
excusées	VER	par:pas;	f
excusiez	VER	ind:imp:2p;	-
excusai	VER	ind:pas:1s;	-
excuserez	VER	ind:fut:2p;	-
excusa	VER	ind:pas:3s;	-
excusons	VER	imp:pre:1p;ind:pre:1p;	-
excusés	VER	par:pas;	m
excuserait	VER	cnd:pre:3s;	-
excuserai	VER	ind:fut:1s;	-
excusions	VER	ind:imp:1p;	-
excuserais	VER	cnd:pre:1s;cnd:pre:2s;	-
excusé	VER	par:pas;	m
excuserons	VER	ind:fut:1p;	-
excusait	VER	ind:imp:3s;	-
excuses	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	-
excusant	VER	par:pre;	-
excusez	VER	imp:pre:2p;ind:pre:2p;	-
excusâmes	VER	ind:pas:1p;	-
excusât	VER	sub:imp:3s;	-
excusèrent	VER	ind:pas:3p;	-
excusent	VER	ind:pre:1p;ind:pre:3p;	-
affaire	NOM	-	f
affaires	NOM	-	f
dormît	VER	sub:imp:3s;	-
dors	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
dormiraient	VER	cnd:pre:3p;	-
dormaient	VER	ind:imp:3p;	-
dormais	VER	ind:imp:1s;ind:imp:2s;	-
dort	VER	ind:pre:3s;	-
dormirais	VER	cnd:pre:1s;cnd:pre:2s;	-
dormait	VER	ind:imp:3s;	-
dorme	VER	sub:pre:1s;sub:pre:3s;	-
dormirait	VER	cnd:pre:3s;	-
dormez	VER	imp:pre:2p;ind:pre:2p;	-
dormions	VER	ind:imp:1p;	-
dormant	VER	par:pre;	-
dormir	VER	inf;	-
dormiras	VER	ind:fut:2s;	-
dormirent	VER	ind:pas:3p;	-
dormirez	VER	ind:fut:2p;	-
dormiriez	VER	cnd:pre:2p;	-
dormirions	VER	cnd:pre:1p;	-
dormirons	VER	ind:fut:1p;	-
dormiez	VER	ind:imp:2p;	-
dormiront	VER	ind:fut:3p;	-
dormis	VER	ind:pas:1s;ind:pas:2s;	-
dormirai	VER	ind:fut:1s;	-
dormi	VER	par:pas;	m
dormit	VER	ind:pas:3s;	-
dormira	VER	ind:fut:3s;	-
dormons	VER	imp:pre:1p;ind:pre:1p;	-
dormes	VER	sub:pre:2s;	-
dormîmes	VER	ind:pas:1p;	-
dorment	VER	ind:pre:3p;sub:pre:3p;	-
combien	ADV	-	-
frères	NOM	-	m
frère	NOM	-	m
travail	NOM	-	m
travaux	NOM	-	m
idée	NOM	-	f
idées	NOM	-	f
eh	ONO	-	-
famille	NOM	-	f
familles	NOM	-	f
trucs	NOM	-	m
truc	NOM	-	m
trois	ADJ:num	-	-
tant	ADV	-	-
mercis	NOM	-	m
merci	NOM	-	-
ni	CON	-	-
première	ADJ	-	f
premier	ADJ	-	m
premiers	ADJ	-	m
premières	ADJ	-	f
tous	PRO:ind	-	m
occupés	VER	par:pas;	m
occuperai	VER	ind:fut:1s;	-
occupa	VER	ind:pas:3s;	-
occupas	VER	ind:pas:2s;	-
occupaient	VER	ind:imp:3p;	-
occupais	VER	ind:imp:1s;ind:imp:2s;	-
occupées	VER	par:pas;	f
occuperaient	VER	cnd:pre:3p;	-
occuperais	VER	cnd:pre:1s;cnd:pre:2s;	-
occupée	VER	par:pas;	f
occupai	VER	ind:pas:1s;	-
occupé	VER	par:pas;	m
occuperas	VER	ind:fut:2s;	-
occupions	VER	ind:imp:1p;	-
occupiez	VER	ind:imp:2p;	-
occupez	VER	imp:pre:2p;ind:pre:2p;	-
occupes	VER	ind:pre:2s;sub:pre:2s;	-
occupèrent	VER	ind:pas:3p;	-
occuperont	VER	ind:fut:3p;	-
occuperons	VER	ind:fut:1p;	-
occuperions	VER	cnd:pre:1p;	-
occupât	VER	sub:imp:3s;	-
occupons	VER	imp:pre:1p;ind:pre:1p;	-
occuperait	VER	cnd:pre:3s;	-
occuperez	VER	ind:fut:2p;	-
occupera	VER	ind:fut:3s;	-
occupe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
occupait	VER	ind:imp:3s;	-
occuper	VER	inf;;	-
occupant	VER	par:pre;	-
occupent	VER	ind:pre:3p;	-
entre	PRE	-	-
marches	VER	ind:pre:2s;sub:pre:2s;	-
marcheras	VER	ind:fut:2s;	-
marchez	VER	imp:pre:2p;ind:pre:2p;	-
marcherait	VER	cnd:pre:3s;	-
marchiez	VER	ind:imp:2p;sub:pre:2p;	-
marchait	VER	ind:imp:3s;	-
marchai	VER	ind:pas:1s;	-
marchent	VER	ind:pre:3p;	-
marchions	VER	ind:imp:1p;	-
marcher	VER	ind:imp:3s;inf;	-
marcherez	VER	ind:fut:2p;	-
marcheront	VER	ind:fut:3p;	-
marchera	VER	ind:fut:3s;	-
marcherai	VER	ind:fut:1s;	-
marche	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
marcha	VER	ind:pas:3s;	-
marcherais	VER	cnd:pre:1s;cnd:pre:2s;	-
marcheraient	VER	cnd:pre:3p;	-
marchés	VER	par:pas;	m
marchées	VER	par:pas;	f
marché	VER	par:pas;	m
marcherions	VER	cnd:pre:1p;	-
marcheriez	VER	cnd:pre:2p;	-
marchèrent	VER	ind:pas:3p;	-
marchaient	VER	ind:imp:3p;	-
marchant	VER	par:pre;	-
marchais	VER	ind:imp:1s;ind:imp:2s;	-
marchât	VER	sub:imp:3s;	-
marchâmes	VER	ind:pas:1p;	-
marcherons	VER	ind:fut:1p;	-
marchons	VER	imp:pre:1p;ind:pre:1p;	-
chance	NOM	-	-
chances	NOM	-	f
aujourd'hui	ADV	-	-
envoyons	VER	imp:pre:1p;ind:pre:1p;	-
envoyée	VER	par:pas;	f
envoyèrent	VER	ind:pas:3p;	-
envoyâmes	VER	ind:pas:1p;	-
envoyées	VER	par:pas;	f
envoyés	VER	par:pas;	m
envoyions	VER	ind:imp:1p;	-
envoyât	VER	sub:imp:3s;	-
envoyé	VER	par:pas;	m
envoyaient	VER	ind:imp:3p;	-
envoyiez	VER	ind:imp:2p;	-
enverrais	VER	cnd:pre:1s;cnd:pre:2s;	-
envoya	VER	ind:pas:3s;	-
envoyai	VER	ind:pas:1s;	-
envoyais	VER	ind:imp:1s;ind:imp:2s;	-
envoyait	VER	ind:imp:3s;	-
envoyez	VER	imp:pre:2p;ind:pre:2p;	-
enverrai	VER	ind:fut:1s;	-
enverraient	VER	cnd:pre:3p;	-
enverront	VER	ind:fut:3p;	-
envoient	VER	ind:pre:3p;	-
enverrons	VER	ind:fut:1p;	-
enverrions	VER	cnd:pre:1p;	-
enverriez	VER	cnd:pre:2p;	-
enverrez	VER	ind:fut:2p;	-
enverras	VER	ind:fut:2s;	-
enverrait	VER	cnd:pre:3s;	-
envoyant	VER	par:pre;	-
envoie	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
enverra	VER	ind:fut:3s;	-
envoyer	VER	inf;;inf;;inf;;inf;;inf;;inf;;inf;;	-
envoies	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	-
histoire	NOM	-	f
histoires	NOM	-	f
tard	ADV	-	-
apprennes	VER	sub:pre:2s;	-
apprendra	VER	ind:fut:3s;	-
apprend	VER	ind:pre:3s;	-
apprenant	VER	par:pre;	-
apprirent	VER	ind:pas:3p;	-
apprenais	VER	ind:imp:1s;ind:imp:2s;	-
apprenaient	VER	ind:imp:3p;	-
apprit	VER	ind:pas:3s;	-
apprenons	VER	imp:pre:1p;ind:pre:1p;	-
apprennent	VER	ind:pre:3p;	-
apprissent	VER	sub:imp:3p;	-
apprises	VER	par:pas;	f
apprise	VER	par:pas;	f
appris	VER	ind:pas:1s;ind:pas:2s;par:pas;par:pas;	m
apprenez	VER	imp:pre:2p;ind:pre:2p;	-
apprendrai	VER	ind:fut:1s;	-
appreniez	VER	ind:imp:2p;sub:pre:2p;	-
apprenait	VER	ind:imp:3s;	-
apprenne	VER	sub:pre:1s;sub:pre:3s;	-
apprendraient	VER	cnd:pre:3p;	-
apprends	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
apprendrais	VER	cnd:pre:1s;cnd:pre:2s;	-
apprendrait	VER	cnd:pre:3s;	-
apprendront	VER	ind:fut:3p;	-
apprenions	VER	ind:imp:1p;	-
apprît	VER	sub:imp:3s;	-
apprendras	VER	ind:fut:2s;	-
apprendre	VER	ind:pre:2p;inf;	-
apprendrons	VER	ind:fut:1p;	-
apprîmes	VER	ind:pas:1p;	-
apprendrions	VER	cnd:pre:1p;	-
apprendriez	VER	cnd:pre:2p;	-
apprendrez	VER	ind:fut:2p;	-
minute	NOM	-	f
minutes	NOM	-	f
buvons	VER	imp:pre:1p;ind:pre:1p;	-
boiront	VER	ind:fut:3p;	-
bus	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
busse	VER	sub:imp:1s;	-
bois	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
buvais	VER	ind:imp:1s;ind:imp:2s;	-
boive	VER	sub:pre:1s;sub:pre:3s;	-
boit	VER	ind:pre:3s;	-
but	VER	ind:pas:3s;	-
boivent	VER	ind:pre:3p;	-
buvait	VER	ind:imp:3s;	-
buvant	VER	par:pre;	-
buvez	VER	imp:pre:2p;ind:pre:2p;	-
boives	VER	sub:pre:2s;	-
buviez	VER	ind:imp:2p;	-
buvions	VER	ind:imp:1p;	-
buvaient	VER	ind:imp:3p;	-
boiras	VER	ind:fut:2s;	-
boira	VER	ind:fut:3s;	-
boire	VER	inf;;	-
burent	VER	ind:pas:3p;	-
bûmes	VER	ind:pas:1p;	-
bût	VER	sub:imp:3s;	-
boirai	VER	ind:fut:1s;	-
boiraient	VER	cnd:pre:3p;	-
boirait	VER	cnd:pre:3s;	-
boirais	VER	cnd:pre:1s;cnd:pre:2s;	-
boirez	VER	ind:fut:2p;	-
boiriez	VER	cnd:pre:2p;	-
boirions	VER	cnd:pre:1p;	-
boirons	VER	ind:fut:1p;	-
bu	VER	par:pas;	m
garder	VER	inf;;inf;;inf;;inf;;inf;;	-
garderai	VER	ind:fut:1s;	-
gardèrent	VER	ind:pas:3p;	-
gardera	VER	ind:fut:3s;	-
gardé	VER	imp:pre:2s;par:pas;par:pas;	m
gardée	VER	par:pas;	f
gardaient	VER	ind:imp:3p;	-
gardant	VER	par:pre;	-
garderais	VER	cnd:pre:1s;cnd:pre:2s;	-
gardais	VER	ind:imp:1s;ind:imp:2s;	-
gardait	VER	ind:imp:3s;	-
gardât	VER	sub:imp:3s;	-
gardâmes	VER	ind:pas:1p;	-
garderaient	VER	cnd:pre:3p;	-
garderont	VER	ind:fut:3p;	-
garderait	VER	cnd:pre:3s;	-
garderas	VER	ind:fut:2s;	-
garderez	VER	ind:fut:2p;	-
garderiez	VER	cnd:pre:2p;	-
garderions	VER	cnd:pre:1p;	-
gardées	VER	par:pas;	f
garderons	VER	ind:fut:1p;	-
gardions	VER	ind:imp:1p;	-
gardés	VER	par:pas;	m
gardent	VER	ind:pre:3p;sub:pre:3p;	-
garde	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
gardiez	VER	ind:imp:2p;	-
gardez	VER	imp:pre:2p;ind:pre:2p;	-
gardes	VER	ind:pre:2s;sub:pre:2s;	-
gardons	VER	imp:pre:1p;ind:pre:1p;	-
gardai	VER	ind:pas:1s;	-
garda	VER	ind:pas:3s;	-
quelques	ADJ:ind	-	-
types	NOM	-	m
type	NOM	-	m
portes	NOM	-	f
porte	NOM	-	f
tout	NOM	-	m
touts	NOM	-	m
montrées	VER	par:pas;	f
montrés	VER	par:pas;	m
montrée	VER	ind:imp:3p;par:pas;	f
montré	VER	par:pas;	m
montrent	VER	ind:pre:3p;	-
montrèrent	VER	ind:pas:3p;	-
montrât	VER	sub:imp:3s;	-
montrâmes	VER	ind:pas:1p;	-
montra	VER	ind:pas:3s;	-
montrai	VER	ind:pas:1s;	-
montrais	VER	ind:imp:1s;ind:imp:2s;	-
montrait	VER	ind:imp:3s;	-
montrant	VER	par:pre;	-
montrassent	VER	sub:imp:3p;	-
montre	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
montre-la-moi	VER	imp:pre:2s;	-
montraient	VER	ind:imp:3p;	-
montrons	VER	imp:pre:1p;ind:pre:1p;	-
montrerait	VER	cnd:pre:3s;	-
montreraient	VER	cnd:pre:3p;	-
montrions	VER	ind:imp:1p;	-
montrerez	VER	ind:fut:2p;	-
montreras	VER	ind:fut:2s;	-
montrerai	VER	ind:fut:1s;	-
montreriez	VER	cnd:pre:2p;	-
montrerons	VER	ind:fut:1p;	-
montreront	VER	ind:fut:3p;	-
montrera	VER	ind:fut:3s;	-
montrer	VER	inf;;	-
montres	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	-
montrez	VER	imp:pre:2p;ind:pre:2p;	-
montriez	VER	ind:imp:2p;	-
montrerais	VER	cnd:pre:1s;cnd:pre:2s;	-
mal	NOM	-	m
maux	NOM	-	m
mec	NOM	-	m
mecs	NOM	-	m
assoiraient	VER	cnd:pre:3p;	-
assoies	VER	sub:pre:2s;	-
assoient	VER	ind:pre:3p;	-
assoira	VER	ind:fut:3s;	-
assît	VER	sub:imp:3s;	-
assoirai	VER	ind:fut:1s;	-
asseoir	VER	inf;	-
assoyons	VER	ind:pre:1p;	-
assoit	VER	ind:pre:3s;	-
assoirais	VER	cnd:pre:1s;	-
assoirait	VER	cnd:pre:3s;	-
